regulon,hallmark,linScore,wangScore,jiangScore
1556,Sustained_Angiogenesis,0.748,0.643,0.749
1556,Tissue_Invasion_And_Metastasis,0.91,0.88,0.921
1556,Genome_Instability_And_Mutation,0.91,0.835,0.909
1556,Tumor_Promoting_Inflammation,0.691,0.294,0.695
1556,Reprogramming_Energy_Metabolism,0.687,0.643,0.68
1556,Evading_ImmuneDetection,0.547,0.529,0.628
1557,Self_Sufficiency_In_Growth_Signals,1,1,1
1557,Insensitivity_To_Antigrowth_Signals,0.932,0.915,0.93
1557,Evading_Apoptosis,0.841,0.728,0.871
1557,Limitless_Replicative_Potential,0.716,0.55,0.712
1557,Sustained_Angiogenesis,1,1,1
1557,Tissue_Invasion_And_Metastasis,1,1,1
1557,Genome_Instability_And_Mutation,0.79,0.66,0.781
1557,Tumor_Promoting_Inflammation,1,1,1
1557,Reprogramming_Energy_Metabolism,1,1,1
1557,Evading_ImmuneDetection,0.914,0.86,0.922
1558,Self_Sufficiency_In_Growth_Signals,1,1,1
1558,Insensitivity_To_Antigrowth_Signals,0.837,0.847,0.792
1558,Evading_Apoptosis,0.494,0.467,0.572
1558,Limitless_Replicative_Potential,0.797,0.564,0.772
1558,Sustained_Angiogenesis,1,1,1
1558,Tissue_Invasion_And_Metastasis,0.957,0.831,0.964
1558,Genome_Instability_And_Mutation,0.762,0.66,0.748
1558,Tumor_Promoting_Inflammation,0.729,0.398,0.723
1558,Reprogramming_Energy_Metabolism,0.578,0.484,0.567
1558,Evading_ImmuneDetection,0.728,0.723,0.794
1559,Self_Sufficiency_In_Growth_Signals,1,1,1
1559,Insensitivity_To_Antigrowth_Signals,1,1,1
1559,Evading_Apoptosis,0.826,0.751,0.841
1559,Limitless_Replicative_Potential,0.574,0.564,0.564
1559,Sustained_Angiogenesis,0.834,0.659,0.851
1559,Tissue_Invasion_And_Metastasis,1,1,1
1559,Genome_Instability_And_Mutation,1,1,1
1559,Tumor_Promoting_Inflammation,0.729,0.401,0.737
1559,Reprogramming_Energy_Metabolism,0.732,0.492,0.726
1559,Evading_ImmuneDetection,0.728,0.63,0.794
1560,Self_Sufficiency_In_Growth_Signals,1,1,1
1560,Insensitivity_To_Antigrowth_Signals,0.837,0.847,0.792
1560,Evading_Apoptosis,0.247,0.467,0.424
1560,Limitless_Replicative_Potential,0.743,0.55,0.69
1560,Sustained_Angiogenesis,0.871,0.691,0.879
1560,Tissue_Invasion_And_Metastasis,0.855,0.652,0.888
1560,Genome_Instability_And_Mutation,0.762,0.66,0.748
1560,Tumor_Promoting_Inflammation,0.661,0.322,0.618
1560,Reprogramming_Energy_Metabolism,0.825,0.452,0.822
1560,Evading_ImmuneDetection,0.719,0.723,0.755
1561,Self_Sufficiency_In_Growth_Signals,0.839,0.864,0.853
1561,Insensitivity_To_Antigrowth_Signals,0.738,0.847,0.765
1561,Evading_Apoptosis,0.826,0.751,0.841
1561,Limitless_Replicative_Potential,0.716,0.418,0.712
1561,Sustained_Angiogenesis,0.834,0.682,0.851
1561,Tissue_Invasion_And_Metastasis,1,1,1
1561,Genome_Instability_And_Mutation,0.698,0.471,0.705
1561,Tumor_Promoting_Inflammation,1,1,1
1561,Reprogramming_Energy_Metabolism,1,1,1
1561,Evading_ImmuneDetection,0.826,0.84,0.854
1562,Self_Sufficiency_In_Growth_Signals,0.979,0.847,0.981
1562,Insensitivity_To_Antigrowth_Signals,1,1,1
1562,Evading_Apoptosis,0.492,0.467,0.569
1562,Limitless_Replicative_Potential,1,1,1
1562,Sustained_Angiogenesis,1,1,1
1562,Tissue_Invasion_And_Metastasis,0.817,0.662,0.853
1562,Genome_Instability_And_Mutation,1,1,1
1562,Tumor_Promoting_Inflammation,1,1,1
1562,Reprogramming_Energy_Metabolism,0.989,0.643,0.987
1562,Evading_ImmuneDetection,0.82,0.768,0.848
1563,Self_Sufficiency_In_Growth_Signals,0.84,0.796,0.854
1563,Insensitivity_To_Antigrowth_Signals,1,1,1
1563,Evading_Apoptosis,0.492,0.448,0.569
1563,Limitless_Replicative_Potential,0.896,0.756,0.889
1563,Sustained_Angiogenesis,1,1,1
1563,Tissue_Invasion_And_Metastasis,0.479,0.539,0.522
1563,Genome_Instability_And_Mutation,1,1,1
1563,Tumor_Promoting_Inflammation,0.968,0.84,0.966
1563,Reprogramming_Energy_Metabolism,0.732,0.396,0.726
1563,Evading_ImmuneDetection,0.926,0.84,0.925
1564,Self_Sufficiency_In_Growth_Signals,1,1,1
1564,Insensitivity_To_Antigrowth_Signals,1,1,1
1564,Evading_Apoptosis,0.841,0.631,0.871
1564,Limitless_Replicative_Potential,0.896,0.756,0.889
1564,Sustained_Angiogenesis,1,1,1
1564,Tissue_Invasion_And_Metastasis,1,1,1
1564,Genome_Instability_And_Mutation,1,1,1
1564,Tumor_Promoting_Inflammation,1,1,1
1564,Reprogramming_Energy_Metabolism,1,1,1
1564,Evading_ImmuneDetection,0.914,0.86,0.922
1565,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
1565,Insensitivity_To_Antigrowth_Signals,1,1,1
1565,Evading_Apoptosis,0.492,0.448,0.569
1565,Limitless_Replicative_Potential,1,1,1
1565,Sustained_Angiogenesis,1,1,1
1565,Tissue_Invasion_And_Metastasis,0.932,0.831,0.942
1565,Genome_Instability_And_Mutation,0.91,0.835,0.909
1565,Tumor_Promoting_Inflammation,1,1,1
1565,Reprogramming_Energy_Metabolism,1,1,1
1565,Evading_ImmuneDetection,1,1,1
1566,Self_Sufficiency_In_Growth_Signals,0.966,0.915,0.963
1566,Insensitivity_To_Antigrowth_Signals,1,1,1
1566,Evading_Apoptosis,0.869,0.828,0.882
1566,Limitless_Replicative_Potential,1,1,1
1566,Sustained_Angiogenesis,0.834,0.732,0.851
1566,Tissue_Invasion_And_Metastasis,1,1,1
1566,Genome_Instability_And_Mutation,1,1,1
1566,Tumor_Promoting_Inflammation,1,1,1
1566,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1566,Evading_ImmuneDetection,0.914,0.86,0.922
1567,Self_Sufficiency_In_Growth_Signals,1,1,1
1567,Insensitivity_To_Antigrowth_Signals,1,1,1
1567,Evading_Apoptosis,0.869,0.611,0.882
1567,Limitless_Replicative_Potential,0.978,0.756,0.974
1567,Sustained_Angiogenesis,0.834,0.732,0.851
1567,Tissue_Invasion_And_Metastasis,1,1,1
1567,Genome_Instability_And_Mutation,1,1,1
1567,Tumor_Promoting_Inflammation,1,1,1
1567,Reprogramming_Energy_Metabolism,0.809,0.585,0.799
1567,Evading_ImmuneDetection,0.998,0.688,0.997
1568,Self_Sufficiency_In_Growth_Signals,1,1,1
1568,Insensitivity_To_Antigrowth_Signals,1,1,1
1568,Evading_Apoptosis,0.869,0.828,0.882
1568,Limitless_Replicative_Potential,0.701,0.605,0.677
1568,Sustained_Angiogenesis,1,1,1
1568,Tissue_Invasion_And_Metastasis,1,1,1
1568,Genome_Instability_And_Mutation,0.91,0.835,0.909
1568,Tumor_Promoting_Inflammation,1,1,1
1568,Reprogramming_Energy_Metabolism,1,1,1
1568,Evading_ImmuneDetection,0.914,0.86,0.922
1569,Self_Sufficiency_In_Growth_Signals,0.773,0.847,0.805
1569,Insensitivity_To_Antigrowth_Signals,0.797,0.847,0.822
1569,Evading_Apoptosis,0.456,0.467,0.539
1569,Limitless_Replicative_Potential,0.797,0.55,0.772
1569,Sustained_Angiogenesis,0.705,0.58,0.707
1569,Tissue_Invasion_And_Metastasis,0.947,0.82,0.955
1569,Genome_Instability_And_Mutation,0.69,0.66,0.708
1569,Tumor_Promoting_Inflammation,0.857,0.768,0.875
1569,Reprogramming_Energy_Metabolism,1,1,1
1569,Evading_ImmuneDetection,0.847,0.768,0.875
1570,Self_Sufficiency_In_Growth_Signals,1,1,1
1570,Insensitivity_To_Antigrowth_Signals,1,1,1
1570,Evading_Apoptosis,0.826,0.751,0.841
1570,Limitless_Replicative_Potential,0.942,0.65,0.94
1570,Sustained_Angiogenesis,0.791,0.534,0.792
1570,Tissue_Invasion_And_Metastasis,1,1,1
1570,Genome_Instability_And_Mutation,1,1,1
1570,Tumor_Promoting_Inflammation,0.757,0.491,0.765
1570,Reprogramming_Energy_Metabolism,0.982,0.585,0.979
1570,Evading_ImmuneDetection,0.706,0.723,0.739
1571,Self_Sufficiency_In_Growth_Signals,1,1,1
1571,Insensitivity_To_Antigrowth_Signals,1,1,1
1571,Evading_Apoptosis,0.774,0.594,0.772
1571,Limitless_Replicative_Potential,0.743,0.601,0.705
1571,Sustained_Angiogenesis,1,1,1
1571,Tissue_Invasion_And_Metastasis,1,1,1
1571,Genome_Instability_And_Mutation,1,1,1
1571,Tumor_Promoting_Inflammation,1,1,1
1571,Reprogramming_Energy_Metabolism,1,1,1
1571,Evading_ImmuneDetection,0.914,0.86,0.922
1572,Self_Sufficiency_In_Growth_Signals,0.842,0.915,0.854
1572,Insensitivity_To_Antigrowth_Signals,0.85,0.915,0.842
1572,Evading_Apoptosis,0.494,0.428,0.572
1572,Limitless_Replicative_Potential,0.791,0.626,0.779
1572,Sustained_Angiogenesis,1,1,1
1572,Tissue_Invasion_And_Metastasis,0.838,0.831,0.852
1572,Genome_Instability_And_Mutation,1,1,1
1572,Tumor_Promoting_Inflammation,1,1,1
1572,Reprogramming_Energy_Metabolism,1,1,1
1572,Evading_ImmuneDetection,0.734,0.639,0.794
1573,Self_Sufficiency_In_Growth_Signals,1,1,1
1573,Insensitivity_To_Antigrowth_Signals,1,1,1
1573,Evading_Apoptosis,0.799,0.701,0.833
1573,Limitless_Replicative_Potential,0.723,0.564,0.677
1573,Sustained_Angiogenesis,1,1,1
1573,Tissue_Invasion_And_Metastasis,1,1,1
1573,Genome_Instability_And_Mutation,0.79,0.66,0.781
1573,Tumor_Promoting_Inflammation,1,1,1
1573,Reprogramming_Energy_Metabolism,0.58,0.484,0.567
1573,Evading_ImmuneDetection,1,1,1
1574,Self_Sufficiency_In_Growth_Signals,1,1,1
1574,Insensitivity_To_Antigrowth_Signals,0.841,0.841,0.844
1574,Evading_Apoptosis,0.869,0.611,0.882
1574,Limitless_Replicative_Potential,1,1,1
1574,Sustained_Angiogenesis,0.791,0.725,0.792
1574,Tissue_Invasion_And_Metastasis,1,1,1
1574,Genome_Instability_And_Mutation,0.909,0.932,0.919
1574,Tumor_Promoting_Inflammation,0.882,0.746,0.907
1574,Reprogramming_Energy_Metabolism,0.677,0.285,0.654
1574,Evading_ImmuneDetection,0.882,0.746,0.907
1575,Self_Sufficiency_In_Growth_Signals,1,1,1
1575,Insensitivity_To_Antigrowth_Signals,0.792,0.915,0.816
1575,Evading_Apoptosis,0.671,0.728,0.686
1575,Limitless_Replicative_Potential,0.791,0.635,0.779
1575,Sustained_Angiogenesis,0.777,0.643,0.721
1575,Tissue_Invasion_And_Metastasis,0.811,0.551,0.847
1575,Genome_Instability_And_Mutation,1,1,1
1575,Tumor_Promoting_Inflammation,0.726,0.491,0.742
1575,Reprogramming_Energy_Metabolism,1,1,1
1575,Evading_ImmuneDetection,0.547,0.456,0.628
1576,Self_Sufficiency_In_Growth_Signals,1,1,1
1576,Insensitivity_To_Antigrowth_Signals,0.862,0.915,0.852
1576,Evading_Apoptosis,0.826,0.751,0.841
1576,Limitless_Replicative_Potential,0.716,0.498,0.712
1576,Sustained_Angiogenesis,0.834,0.682,0.851
1576,Tissue_Invasion_And_Metastasis,1,1,1
1576,Genome_Instability_And_Mutation,0.876,0.543,0.872
1576,Tumor_Promoting_Inflammation,1,1,1
1576,Reprogramming_Energy_Metabolism,1,1,1
1576,Evading_ImmuneDetection,0.826,0.84,0.854
1577,Self_Sufficiency_In_Growth_Signals,0.635,0.915,0.704
1577,Insensitivity_To_Antigrowth_Signals,0.622,0.915,0.704
1577,Evading_Apoptosis,0.447,0.467,0.482
1577,Limitless_Replicative_Potential,0.677,0.564,0.653
1577,Sustained_Angiogenesis,0.661,0.459,0.697
1577,Tissue_Invasion_And_Metastasis,1,1,1
1577,Genome_Instability_And_Mutation,0.691,0.59,0.738
1577,Tumor_Promoting_Inflammation,0.557,0.455,0.647
1577,Reprogramming_Energy_Metabolism,1,1,1
1577,Evading_ImmuneDetection,0.914,0.86,0.922
1578,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
1578,Insensitivity_To_Antigrowth_Signals,1,1,1
1578,Evading_Apoptosis,0.799,0.728,0.833
1578,Limitless_Replicative_Potential,0.591,0.554,0.588
1578,Sustained_Angiogenesis,1,1,1
1578,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1578,Genome_Instability_And_Mutation,0.698,0.618,0.705
1578,Tumor_Promoting_Inflammation,1,1,1
1578,Reprogramming_Energy_Metabolism,0.727,0.403,0.7
1578,Evading_ImmuneDetection,0.821,0.559,0.848
1579,Self_Sufficiency_In_Growth_Signals,1,1,1
1579,Insensitivity_To_Antigrowth_Signals,0.841,0.847,0.844
1579,Evading_Apoptosis,0.671,0.828,0.616
1579,Limitless_Replicative_Potential,0.529,0.55,0.562
1579,Sustained_Angiogenesis,1,1,1
1579,Tissue_Invasion_And_Metastasis,1,1,1
1579,Genome_Instability_And_Mutation,0.587,0.66,0.653
1579,Tumor_Promoting_Inflammation,0.953,0.746,0.956
1579,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
1579,Evading_ImmuneDetection,0.882,0.746,0.907
1580,Self_Sufficiency_In_Growth_Signals,0.788,0.847,0.833
1580,Insensitivity_To_Antigrowth_Signals,0.768,0.864,0.806
1580,Evading_Apoptosis,0.478,0.43,0.544
1580,Limitless_Replicative_Potential,0.56,0.554,0.562
1580,Sustained_Angiogenesis,0.733,0.572,0.747
1580,Tissue_Invasion_And_Metastasis,1,1,1
1580,Genome_Instability_And_Mutation,0.69,0.585,0.693
1580,Tumor_Promoting_Inflammation,0.857,0.768,0.875
1580,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
1580,Evading_ImmuneDetection,0.847,0.831,0.875
1581,Self_Sufficiency_In_Growth_Signals,0.941,0.85,0.942
1581,Insensitivity_To_Antigrowth_Signals,0.862,0.847,0.852
1581,Evading_Apoptosis,0.626,0.577,0.642
1581,Limitless_Replicative_Potential,0.574,0.564,0.564
1581,Sustained_Angiogenesis,0.777,0.701,0.771
1581,Tissue_Invasion_And_Metastasis,0.964,0.909,0.964
1581,Genome_Instability_And_Mutation,0.691,0.527,0.738
1581,Tumor_Promoting_Inflammation,0.799,0.568,0.772
1581,Reprogramming_Energy_Metabolism,1,1,1
1581,Evading_ImmuneDetection,0.691,0.723,0.738
1582,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
1582,Insensitivity_To_Antigrowth_Signals,1,1,1
1582,Evading_Apoptosis,0.869,0.828,0.882
1582,Limitless_Replicative_Potential,0.817,0.601,0.821
1582,Sustained_Angiogenesis,0.738,0.572,0.753
1582,Tissue_Invasion_And_Metastasis,0.721,0.549,0.746
1582,Genome_Instability_And_Mutation,0.963,0.665,0.963
1582,Tumor_Promoting_Inflammation,0.744,0.434,0.787
1582,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1582,Evading_ImmuneDetection,0.734,0.723,0.787
1583,Self_Sufficiency_In_Growth_Signals,0.786,0.788,0.796
1583,Insensitivity_To_Antigrowth_Signals,0.69,0.584,0.703
1583,Evading_Apoptosis,0.212,0.346,0.326
1583,Limitless_Replicative_Potential,0.53,0.431,0.564
1583,Sustained_Angiogenesis,0.28,0.245,0.177
1583,Tissue_Invasion_And_Metastasis,0.203,0.428,0.305
1583,Genome_Instability_And_Mutation,0.588,0.579,0.655
1583,Tumor_Promoting_Inflammation,0.357,0.27,0.37
1583,Reprogramming_Energy_Metabolism,0.985,0.604,0.983
1583,Evading_ImmuneDetection,0.357,0.271,0.37
1584,Self_Sufficiency_In_Growth_Signals,0.806,0.788,0.851
1584,Insensitivity_To_Antigrowth_Signals,0.841,0.796,0.844
1584,Evading_Apoptosis,0.748,0.429,0.798
1584,Limitless_Replicative_Potential,0.55,0.55,0.564
1584,Sustained_Angiogenesis,0.733,0.585,0.747
1584,Tissue_Invasion_And_Metastasis,0.866,0.831,0.898
1584,Genome_Instability_And_Mutation,0.79,0.66,0.781
1584,Tumor_Promoting_Inflammation,1,1,1
1584,Reprogramming_Energy_Metabolism,0.706,0.396,0.688
1584,Evading_ImmuneDetection,0.926,0.84,0.925
1585,Self_Sufficiency_In_Growth_Signals,0.84,0.915,0.854
1585,Insensitivity_To_Antigrowth_Signals,0.853,0.915,0.857
1585,Evading_Apoptosis,0.718,0.701,0.731
1585,Limitless_Replicative_Potential,0.711,0.55,0.705
1585,Sustained_Angiogenesis,1,1,1
1585,Tissue_Invasion_And_Metastasis,0.932,0.813,0.942
1585,Genome_Instability_And_Mutation,0.909,0.732,0.895
1585,Tumor_Promoting_Inflammation,1,1,1
1585,Reprogramming_Energy_Metabolism,1,1,1
1585,Evading_ImmuneDetection,0.847,0.768,0.875
1586,Self_Sufficiency_In_Growth_Signals,0.84,0.847,0.854
1586,Insensitivity_To_Antigrowth_Signals,0.812,0.847,0.839
1586,Evading_Apoptosis,0.869,0.828,0.882
1586,Limitless_Replicative_Potential,0.766,0.547,0.745
1586,Sustained_Angiogenesis,1,1,1
1586,Tissue_Invasion_And_Metastasis,0.857,0.88,0.868
1586,Genome_Instability_And_Mutation,0.785,0.708,0.771
1586,Tumor_Promoting_Inflammation,0.548,0.381,0.63
1586,Reprogramming_Energy_Metabolism,1,1,1
1586,Evading_ImmuneDetection,0.914,0.86,0.922
1587,Self_Sufficiency_In_Growth_Signals,1,1,1
1587,Insensitivity_To_Antigrowth_Signals,1,1,1
1587,Evading_Apoptosis,0.75,0.828,0.74
1587,Limitless_Replicative_Potential,1,1,1
1587,Sustained_Angiogenesis,1,1,1
1587,Tissue_Invasion_And_Metastasis,1,1,1
1587,Genome_Instability_And_Mutation,0.932,0.835,0.93
1587,Tumor_Promoting_Inflammation,1,1,1
1587,Reprogramming_Energy_Metabolism,1,1,1
1587,Evading_ImmuneDetection,1,1,1
1588,Self_Sufficiency_In_Growth_Signals,0.941,0.915,0.942
1588,Insensitivity_To_Antigrowth_Signals,0.862,0.915,0.852
1588,Evading_Apoptosis,0.826,0.828,0.841
1588,Limitless_Replicative_Potential,0.752,0.673,0.738
1588,Sustained_Angiogenesis,0.961,0.838,0.948
1588,Tissue_Invasion_And_Metastasis,0.957,0.88,0.964
1588,Genome_Instability_And_Mutation,0.815,0.833,0.819
1588,Tumor_Promoting_Inflammation,0.953,0.746,0.956
1588,Reprogramming_Energy_Metabolism,1,1,1
1588,Evading_ImmuneDetection,0.914,0.86,0.922
1589,Self_Sufficiency_In_Growth_Signals,1,1,1
1589,Insensitivity_To_Antigrowth_Signals,1,1,1
1589,Evading_Apoptosis,0.841,0.728,0.871
1589,Limitless_Replicative_Potential,0.896,0.756,0.889
1589,Sustained_Angiogenesis,1,1,1
1589,Tissue_Invasion_And_Metastasis,1,1,1
1589,Genome_Instability_And_Mutation,1,1,1
1589,Tumor_Promoting_Inflammation,1,1,1
1589,Reprogramming_Energy_Metabolism,1,1,1
1589,Evading_ImmuneDetection,0.914,0.86,0.922
1590,Self_Sufficiency_In_Growth_Signals,1,1,1
1590,Insensitivity_To_Antigrowth_Signals,1,1,1
1590,Evading_Apoptosis,0.869,0.828,0.882
1590,Limitless_Replicative_Potential,0.896,0.756,0.889
1590,Sustained_Angiogenesis,1,1,1
1590,Tissue_Invasion_And_Metastasis,1,1,1
1590,Genome_Instability_And_Mutation,0.963,0.835,0.963
1590,Tumor_Promoting_Inflammation,1,1,1
1590,Reprogramming_Energy_Metabolism,1,1,1
1590,Evading_ImmuneDetection,0.914,0.86,0.922
1591,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
1591,Insensitivity_To_Antigrowth_Signals,1,1,1
1591,Evading_Apoptosis,0.869,0.751,0.882
1591,Limitless_Replicative_Potential,1,1,1
1591,Sustained_Angiogenesis,0.877,0.659,0.887
1591,Tissue_Invasion_And_Metastasis,1,1,1
1591,Genome_Instability_And_Mutation,1,1,1
1591,Tumor_Promoting_Inflammation,0.953,0.611,0.956
1591,Reprogramming_Energy_Metabolism,1,1,1
1591,Evading_ImmuneDetection,0.914,0.86,0.922
1592,Self_Sufficiency_In_Growth_Signals,1,1,1
1592,Insensitivity_To_Antigrowth_Signals,1,1,1
1592,Evading_Apoptosis,0.869,0.812,0.882
1592,Limitless_Replicative_Potential,0.768,0.626,0.748
1592,Sustained_Angiogenesis,1,1,1
1592,Tissue_Invasion_And_Metastasis,1,1,1
1592,Genome_Instability_And_Mutation,0.876,0.665,0.872
1592,Tumor_Promoting_Inflammation,1,1,1
1592,Reprogramming_Energy_Metabolism,1,1,1
1592,Evading_ImmuneDetection,1,1,1
1593,Self_Sufficiency_In_Growth_Signals,1,1,1
1593,Insensitivity_To_Antigrowth_Signals,1,1,1
1593,Evading_Apoptosis,0.869,0.728,0.882
1593,Limitless_Replicative_Potential,1,1,1
1593,Sustained_Angiogenesis,1,1,1
1593,Tissue_Invasion_And_Metastasis,1,1,1
1593,Genome_Instability_And_Mutation,1,1,1
1593,Tumor_Promoting_Inflammation,1,1,1
1593,Reprogramming_Energy_Metabolism,1,1,1
1593,Evading_ImmuneDetection,0.926,0.86,0.925
1594,Self_Sufficiency_In_Growth_Signals,0.806,0.915,0.851
1594,Insensitivity_To_Antigrowth_Signals,1,1,1
1594,Evading_Apoptosis,0.826,0.828,0.841
1594,Limitless_Replicative_Potential,0.752,0.673,0.738
1594,Sustained_Angiogenesis,1,1,1
1594,Tissue_Invasion_And_Metastasis,0.947,0.88,0.955
1594,Genome_Instability_And_Mutation,0.91,0.835,0.909
1594,Tumor_Promoting_Inflammation,1,1,1
1594,Reprogramming_Energy_Metabolism,1,1,1
1594,Evading_ImmuneDetection,0.825,0.723,0.823
1595,Self_Sufficiency_In_Growth_Signals,1,1,1
1595,Insensitivity_To_Antigrowth_Signals,1,1,1
1595,Evading_Apoptosis,0.799,0.626,0.833
1595,Limitless_Replicative_Potential,0.797,0.673,0.772
1595,Sustained_Angiogenesis,0.94,0.735,0.948
1595,Tissue_Invasion_And_Metastasis,1,1,1
1595,Genome_Instability_And_Mutation,0.914,0.932,0.925
1595,Tumor_Promoting_Inflammation,1,1,1
1595,Reprogramming_Energy_Metabolism,1,1,1
1595,Evading_ImmuneDetection,1,1,1
1596,Self_Sufficiency_In_Growth_Signals,0.941,0.864,0.942
1596,Insensitivity_To_Antigrowth_Signals,1,1,1
1596,Evading_Apoptosis,0.492,0.448,0.569
1596,Limitless_Replicative_Potential,1,1,1
1596,Sustained_Angiogenesis,0.785,0.732,0.776
1596,Tissue_Invasion_And_Metastasis,1,1,1
1596,Genome_Instability_And_Mutation,1,1,1
1596,Tumor_Promoting_Inflammation,0.806,0.629,0.787
1596,Reprogramming_Energy_Metabolism,0.914,0.475,0.906
1596,Evading_ImmuneDetection,0.734,0.591,0.787
1597,Self_Sufficiency_In_Growth_Signals,1,1,1
1597,Insensitivity_To_Antigrowth_Signals,1,1,1
1597,Evading_Apoptosis,0.841,0.594,0.871
1597,Limitless_Replicative_Potential,0.743,0.601,0.705
1597,Sustained_Angiogenesis,1,1,1
1597,Tissue_Invasion_And_Metastasis,1,1,1
1597,Genome_Instability_And_Mutation,1,1,1
1597,Tumor_Promoting_Inflammation,1,1,1
1597,Reprogramming_Energy_Metabolism,1,1,1
1597,Evading_ImmuneDetection,0.914,0.86,0.922
1598,Self_Sufficiency_In_Growth_Signals,0.909,0.915,0.911
1598,Insensitivity_To_Antigrowth_Signals,0.768,0.915,0.806
1598,Evading_Apoptosis,0.841,0.626,0.871
1598,Limitless_Replicative_Potential,1,1,1
1598,Sustained_Angiogenesis,0.94,0.735,0.948
1598,Tissue_Invasion_And_Metastasis,0.957,0.831,0.964
1598,Genome_Instability_And_Mutation,0.79,0.66,0.781
1598,Tumor_Promoting_Inflammation,1,1,1
1598,Reprogramming_Energy_Metabolism,0.984,0.87,0.983
1598,Evading_ImmuneDetection,0.719,0.723,0.755
1599,Self_Sufficiency_In_Growth_Signals,0.909,0.915,0.911
1599,Insensitivity_To_Antigrowth_Signals,1,1,1
1599,Evading_Apoptosis,0.492,0.467,0.569
1599,Limitless_Replicative_Potential,1,1,1
1599,Sustained_Angiogenesis,0.791,0.58,0.792
1599,Tissue_Invasion_And_Metastasis,1,1,1
1599,Genome_Instability_And_Mutation,0.932,0.835,0.93
1599,Tumor_Promoting_Inflammation,0.857,0.768,0.875
1599,Reprogramming_Energy_Metabolism,0.774,0.643,0.767
1599,Evading_ImmuneDetection,0.914,0.86,0.922
1600,Self_Sufficiency_In_Growth_Signals,1,1,1
1600,Insensitivity_To_Antigrowth_Signals,0.841,0.841,0.844
1600,Evading_Apoptosis,0.869,0.611,0.882
1600,Limitless_Replicative_Potential,1,1,1
1600,Sustained_Angiogenesis,0.791,0.725,0.792
1600,Tissue_Invasion_And_Metastasis,1,1,1
1600,Genome_Instability_And_Mutation,1,1,1
1600,Tumor_Promoting_Inflammation,0.882,0.746,0.907
1600,Reprogramming_Energy_Metabolism,0.677,0.342,0.654
1600,Evading_ImmuneDetection,0.882,0.746,0.907
1601,Self_Sufficiency_In_Growth_Signals,0.804,0.915,0.849
1601,Insensitivity_To_Antigrowth_Signals,1,1,1
1601,Evading_Apoptosis,0.869,0.611,0.882
1601,Limitless_Replicative_Potential,0.797,0.673,0.772
1601,Sustained_Angiogenesis,1,1,1
1601,Tissue_Invasion_And_Metastasis,1,1,1
1601,Genome_Instability_And_Mutation,1,1,1
1601,Tumor_Promoting_Inflammation,1,1,1
1601,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
1601,Evading_ImmuneDetection,1,1,1
1602,Self_Sufficiency_In_Growth_Signals,0.966,0.85,0.963
1602,Insensitivity_To_Antigrowth_Signals,0.85,0.847,0.842
1602,Evading_Apoptosis,0.718,0.701,0.731
1602,Limitless_Replicative_Potential,0.64,0.601,0.574
1602,Sustained_Angiogenesis,1,1,1
1602,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
1602,Genome_Instability_And_Mutation,0.74,0.573,0.738
1602,Tumor_Promoting_Inflammation,0.757,0.84,0.765
1602,Reprogramming_Energy_Metabolism,1,1,1
1602,Evading_ImmuneDetection,0.744,0.84,0.81
1603,Self_Sufficiency_In_Growth_Signals,1,1,1
1603,Insensitivity_To_Antigrowth_Signals,0.812,0.847,0.839
1603,Evading_Apoptosis,0.869,0.611,0.882
1603,Limitless_Replicative_Potential,1,1,1
1603,Sustained_Angiogenesis,0.738,0.58,0.753
1603,Tissue_Invasion_And_Metastasis,0.599,0.543,0.656
1603,Genome_Instability_And_Mutation,0.963,0.932,0.963
1603,Tumor_Promoting_Inflammation,1,1,1
1603,Reprogramming_Energy_Metabolism,0.927,0.604,0.919
1603,Evading_ImmuneDetection,0.926,0.666,0.925
1604,Self_Sufficiency_In_Growth_Signals,1,1,1
1604,Insensitivity_To_Antigrowth_Signals,1,1,1
1604,Evading_Apoptosis,0.869,0.751,0.882
1604,Limitless_Replicative_Potential,0.747,0.564,0.712
1604,Sustained_Angiogenesis,0.738,0.666,0.753
1604,Tissue_Invasion_And_Metastasis,0.947,0.82,0.955
1604,Genome_Instability_And_Mutation,1,1,1
1604,Tumor_Promoting_Inflammation,1,1,1
1604,Reprogramming_Energy_Metabolism,1,1,1
1604,Evading_ImmuneDetection,1,1,1
1605,Self_Sufficiency_In_Growth_Signals,0.804,0.744,0.849
1605,Insensitivity_To_Antigrowth_Signals,1,1,1
1605,Evading_Apoptosis,0.685,0.828,0.64
1605,Limitless_Replicative_Potential,0.533,0.564,0.486
1605,Sustained_Angiogenesis,0.542,0.459,0.561
1605,Tissue_Invasion_And_Metastasis,0.605,0.543,0.664
