CMF_ID,CMFlow,Mutation,Pathway,MutationSymbol,RegulatorSymbol,Regulon,MutationEnsembl,RegulatorEnsembl,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned,Fraction_of_aligned_and_diff_exp_edges,number_downstream_regulons,number_differentially_expressed_regulons,CMFlowType
CMF-31753,PDGFR_ALPHA_SIGNALING_PATHWAY_dn_E2F1_up_530,PDGFR_ALPHA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_ALPHA_SIGNALING_PATHWAY,NA,E2F1,530,NA,ENSG00000101412,-1,1.46890372666459,0.6201656764623934,1.50771877898473e-59,-2.713212442901281,2.0345908647569426,1,0.1111111111111111,18,2,Mutated Pathway
CMF-31756,PDGFR_ALPHA_SIGNALING_PATHWAY_dn_SOX3_dn_1732,PDGFR_ALPHA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,PDGFR_ALPHA_SIGNALING_PATHWAY,NA,SOX3,1732,NA,ENSG00000134595,-1,1.7320585480902375,-0.3225265109976151,9.885501848907855e-15,2.052676114050454,1.337207032942938,1,0.1666666666666666,6,1,Mutated Pathway
CMF-31760,ERBB4_SIGNALING_EVENTS_up_IRF2_up_424,ERBB4_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,ERBB4_SIGNALING_EVENTS,NA,IRF2,424,ENSG00000178568,ENSG00000168310,1,2.531699949416435,0.6305761837478454,4.321443278227655e-62,2.292049761448008,1.5620845963373702,1,0.24,25,6,Mutated Pathway
CMF-31765,ERBB4_SIGNALING_EVENTS_up_NFKB1_up_299,ERBB4_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,ERBB4_SIGNALING_EVENTS,NA,NFKB1,299,ENSG00000178568,ENSG00000109320,1,1.3606174643772988,0.7727425956718023,7.149457807593363e-110,2.139552821895184,1.4086523584082686,1,0.08,25,2,Mutated Pathway
CMF-31777,ERBB4_SIGNALING_EVENTS_up_STAT5A_up_2950,ERBB4_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,ERBB4_SIGNALING_EVENTS,NA,STAT5A,2950,ENSG00000178568,ENSG00000126561,1,2.139421094305056,0.373704675066504,1.3227228291549273e-19,2.0655977817512943,1.339006430229685,1,0.1904761904761904,21,4,Mutated Pathway
CMF-31778,ERBB4_SIGNALING_EVENTS_up_STAT5A_up_2940,ERBB4_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,ERBB4_SIGNALING_EVENTS,NA,STAT5A,2940,ENSG00000178568,ENSG00000126561,1,2.139421094305056,0.5569341388555225,5.7705157060300484e-46,2.383929631673551,1.6506352995611433,1,0.1904761904761904,21,4,Mutated Pathway
CMF-31783,ERBB4_SIGNALING_EVENTS_dn_HOXB13_dn_3240,ERBB4_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,ERBB4_SIGNALING_EVENTS,NA,HOXB13,3240,ENSG00000178568,ENSG00000159184,-1,1.6847382891395013,-0.2892013681689809,5.105526331703356e-12,2.054398020323832,1.326066911249928,1,0.2666666666666666,15,4,Mutated Pathway
CMF-31789,ERBB4_SIGNALING_EVENTS_up_ZFX_up_798,ERBB4_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,ERBB4_SIGNALING_EVENTS,NA,ZFX,798,ENSG00000178568,ENSG00000005889,1,1.495201612674941,0.2877031424538588,6.637184825234372e-12,2.181352121833626,1.4496005254170636,1,0.2608695652173913,23,6,Mutated Pathway
CMF-31795,ERBB4_SIGNALING_EVENTS_up_STAT5B_up_1544,ERBB4_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,ERBB4_SIGNALING_EVENTS,NA,STAT5B,1544,ENSG00000178568,ENSG00000173757,1,2.209762820233704,0.3095310289441794,1.242301488056027e-13,2.141053064050087,1.4102347576983056,1,0.4444444444444444,9,4,Mutated Pathway
CMF-31796,ERBB4_SIGNALING_EVENTS_up_STAT5B_up_1546,ERBB4_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,ERBB4_SIGNALING_EVENTS,NA,STAT5B,1546,ENSG00000178568,ENSG00000173757,1,2.209762820233704,0.3334209151935545,1.0754817973793922e-15,2.291744031602624,1.5589411326465683,1,0.4444444444444444,9,4,Mutated Pathway
CMF-31809,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_up_TEAD3_up_2105,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2,NA,TEAD3,2105,NA,ENSG00000007866,1,1.5870043336702868,0.5335449881750819,1.214004678852307e-41,2.1522136789080584,1.448182671526302,1,0.2,15,3,Mutated Pathway
CMF-31811,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_up_MEOX2_up_2196,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2,NA,MEOX2,2196,NA,ENSG00000106511,1,1.8131959182528588,0.3865662833822511,5.647822511674906e-21,2.7747482439522337,2.1245966635440348,1,0.2142857142857142,14,3,Mutated Pathway
CMF-31813,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_up_MEOX2_up_2199,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2,NA,MEOX2,2199,NA,ENSG00000106511,1,1.8131959182528588,0.3282088010817104,3.1429806977587704e-15,3.052167378745727,2.463171204807269,1,0.2142857142857142,14,3,Mutated Pathway
CMF-31817,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_up_STAT5A_up_2950,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2,NA,STAT5A,2950,NA,ENSG00000126561,1,1.5165399690815875,0.373704675066504,1.3227228291549273e-19,2.410454552925752,1.7185220284609417,1,0.1428571428571428,21,3,Mutated Pathway
CMF-31818,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_up_STAT5B_up_1544,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2,NA,STAT5B,1544,NA,ENSG00000173757,1,1.6149895399576446,0.3095310289441794,1.242301488056027e-13,2.244427447301325,1.5387946757369289,1,0.2222222222222222,9,2,Mutated Pathway
CMF-31819,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_up_STAT5B_up_1546,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2,NA,STAT5B,1546,NA,ENSG00000173757,1,1.6149895399576446,0.3334209151935545,1.0754817973793922e-15,2.1161782062713272,1.4120505508975925,1,0.2222222222222222,9,2,Mutated Pathway
CMF-31822,EPHB_FORWARD_SIGNALING_up_IRF2_up_426,EPHB_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,EPHB_FORWARD_SIGNALING,NA,IRF2,426,NA,ENSG00000168310,1,2.1796838216735406,0.3405319751138941,2.4082569349781315e-16,2.046774787845433,1.3357521420188894,1,0.16,25,4,Mutated Pathway
CMF-31828,EPHB_FORWARD_SIGNALING_dn_POU4F1_dn_2760,EPHB_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,EPHB_FORWARD_SIGNALING,NA,POU4F1,2760,NA,ENSG00000152192,-1,1.4972497112797287,-0.2927868869737269,2.7077171256427388e-12,2.647083582733605,1.958819367197368,1,0.0909090909090909,11,1,Mutated Pathway
CMF-31829,EPHB_FORWARD_SIGNALING_up_EP300_up_3413,EPHB_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,EPHB_FORWARD_SIGNALING,NA,EP300,3413,NA,ENSG00000100393,1,1.7459311667656074,0.4573433387023632,1.116122837716226e-29,2.362305182276128,1.6516439770430846,1,0.2,5,1,Mutated Pathway
CMF-31831,EPHB_FORWARD_SIGNALING_up_TEAD3_up_2105,EPHB_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,EPHB_FORWARD_SIGNALING,NA,TEAD3,2105,NA,ENSG00000007866,1,1.7490005327830744,0.5335449881750819,1.214004678852307e-41,2.263984207596254,1.5504026225325482,1,0.2666666666666666,15,4,Mutated Pathway
CMF-31835,EPHB_FORWARD_SIGNALING_up_STAT5A_up_2950,EPHB_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,EPHB_FORWARD_SIGNALING,NA,STAT5A,2950,NA,ENSG00000126561,1,1.5099135897174831,0.373704675066504,1.3227228291549273e-19,2.531890647574117,1.8357906891916416,1,0.1904761904761904,21,4,Mutated Pathway
CMF-31836,EPHB_FORWARD_SIGNALING_up_STAT5A_up_2940,EPHB_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,EPHB_FORWARD_SIGNALING,NA,STAT5A,2940,NA,ENSG00000126561,1,1.5099135897174831,0.5569341388555225,5.7705157060300484e-46,2.38078240479168,1.669484596081234,1,0.1904761904761904,21,4,Mutated Pathway
CMF-31839,EPHB_FORWARD_SIGNALING_up_ELK3_up_3610,EPHB_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,EPHB_FORWARD_SIGNALING,NA,ELK3,3610,NA,ENSG00000111145,1,1.302663647003003,0.334162641717267,9.217187792124825e-16,2.550809326527696,1.8659494736688709,1,1,2,2,Mutated Pathway
CMF-31841,EPHB_FORWARD_SIGNALING_up_STAT5B_up_1546,EPHB_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,EPHB_FORWARD_SIGNALING,NA,STAT5B,1546,NA,ENSG00000173757,1,2.737287768082444,0.3334209151935545,1.0754817973793922e-15,2.5840605012561837,1.89248262113419,1,0.2222222222222222,9,2,Mutated Pathway
CMF-31973,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION_up_IRF2_up_424,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION,NA,IRF2,424,NA,ENSG00000168310,1,2.4670168773003622,0.6305761837478454,4.321443278227655e-62,2.086859425794978,1.3658289869032123,1,0.16,25,4,Mutated Pathway
CMF-31986,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION_up_STAT5A_up_2950,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION,NA,STAT5A,2950,NA,ENSG00000126561,1,1.8135962417770373,0.373704675066504,1.3227228291549273e-19,2.190821453777565,1.4647993334493608,1,0.0952380952380952,21,2,Mutated Pathway
CMF-31997,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION_up_STAT5B_up_1544,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION,NA,STAT5B,1544,NA,ENSG00000173757,1,1.9553923019170611,0.3095310289441794,1.242301488056027e-13,2.4016918101454707,1.6751710906053512,1,0.3333333333333333,9,3,Mutated Pathway
CMF-31998,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION_up_STAT5B_up_1546,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_NASCENT_ADHERENS_JUNCTION,NA,STAT5B,1546,NA,ENSG00000173757,1,1.9553923019170611,0.3334209151935545,1.0754817973793922e-15,2.3141652671306616,1.5885409108364348,1,0.3333333333333333,9,3,Mutated Pathway
CMF-32019,FAS_SIGNALING_PATHWAY_dn_E2F1_up_530,FAS_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,FAS_SIGNALING_PATHWAY,NA,E2F1,530,ENSG00000026103,ENSG00000101412,-1,1.8964109074617648,0.6201656764623934,1.50771877898473e-59,-2.3580098390545454,1.6350464292527178,1,0.1666666666666666,18,3,Mutated Pathway
CMF-32022,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_up_IRF2_up_417,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR,NA,IRF2,417,NA,ENSG00000168310,1,2.0909207492927018,0.3914883194251179,1.6273788437504803e-21,2.262903059862088,1.556882615123011,0.8571428571428571,0.24,25,7,Mutated Pathway
CMF-32024,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_up_IRF2_up_424,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR,NA,IRF2,424,NA,ENSG00000168310,1,2.0909207492927018,0.6305761837478454,4.321443278227655e-62,2.852101162682033,2.217073080254187,0.8571428571428571,0.24,25,7,Mutated Pathway
CMF-32033,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_up_MEOX2_up_2196,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR,NA,MEOX2,2196,NA,ENSG00000106511,1,1.69837996234789,0.3865662833822511,5.647822511674906e-21,2.425822587850433,1.730203924051874,1,0.3571428571428571,14,5,Mutated Pathway
CMF-32035,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_up_MEOX2_dn_2193,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR,NA,MEOX2,2193,NA,ENSG00000106511,1,1.69837996234789,-0.1817130391735004,1.8709423552265167e-5,-2.161971981781086,1.4637155827123431,1,0.3571428571428571,14,5,Mutated Pathway
CMF-32037,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_up_MEOX2_up_2199,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR,NA,MEOX2,2199,NA,ENSG00000106511,1,1.69837996234789,0.3282088010817104,3.1429806977587704e-15,3.513988080280771,3.0657641138258662,1,0.3571428571428571,14,5,Mutated Pathway
CMF-32053,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_up_STAT5B_up_1544,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR,NA,STAT5B,1544,NA,ENSG00000173757,1,1.8630503615298049,0.3095310289441794,1.242301488056027e-13,2.598827174682769,1.9188398792566663,1,0.3333333333333333,9,3,Mutated Pathway
CMF-32054,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_up_SOX15_up_1355,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR,NA,SOX15,1355,NA,ENSG00000129194,1,1.587204989830133,0.3566725344628204,6.970169558178879e-18,2.102874019919224,1.3953600308087302,0.75,0.2142857142857142,14,4,Mutated Pathway
CMF-32058,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_dn_MSX2_dn_3391,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR_PID_NCI_NATURE_nonsilent_somatic,SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GFR,NA,MSX2,3391,NA,ENSG00000120149,-1,4.129670107329354,-0.3996362943500058,1.9801279135314077e-22,2.0727659215967265,1.3653763297284796,1,0.1666666666666666,6,1,Mutated Pathway
CMF-32061,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_IRF2_up_417,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,IRF2,417,NA,ENSG00000168310,1,1.7755707214741456,0.3914883194251179,1.6273788437504803e-21,2.0875785587285423,1.4059648776499043,1,0.4,25,10,Mutated Pathway
CMF-32062,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_IRF2_up_426,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,IRF2,426,NA,ENSG00000168310,1,1.7755707214741456,0.3405319751138941,2.4082569349781315e-16,2.035957085761356,1.356264405250364,1,0.4,25,10,Mutated Pathway
CMF-32064,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_IRF2_up_418,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,IRF2,418,NA,ENSG00000168310,1,1.7755707214741456,0.5120829422137656,5.8103696319167e-38,2.2623424823382123,1.5960855919930943,1,0.4,25,10,Mutated Pathway
CMF-32065,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_IRF2_up_424,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,IRF2,424,NA,ENSG00000168310,1,1.7755707214741456,0.6305761837478454,4.321443278227655e-62,2.488224128662638,1.8464713789655216,1,0.4,25,10,Mutated Pathway
CMF-32072,A6B1_AND_A6B4_INTEGRIN_SIGNALING_dn_NR1H4_dn_2344,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,NR1H4,2344,NA,ENSG00000012504,-1,1.5128530365174129,-0.236269125348259,2.1717255546010852e-8,2.3782187219368955,1.7200294162468122,1,0.1666666666666666,6,1,Mutated Pathway
CMF-32073,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_SREBF1_up_2507,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,SREBF1,2507,NA,ENSG00000072310,1,1.6365863022971323,0.3382795785016258,3.884876217836402e-16,2.2496243456557727,1.57930586751484,1,0.25,12,3,Mutated Pathway
CMF-32075,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_SREBF1_up_2498,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,SREBF1,2498,NA,ENSG00000072310,1,1.6365863022971323,0.3281347882434362,3.1907385401537325e-15,2.1712750372620446,1.496971312859074,1,0.25,12,3,Mutated Pathway
CMF-32076,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_MAF_up_185,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,MAF,185,NA,ENSG00000178573,1,2.452627381873468,0.5041632039231617,1.1409910202983428e-36,2.0589318938599317,1.3811089419327738,1,0.3157894736842105,19,6,Mutated Pathway
CMF-32077,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_MAF_up_180,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,MAF,180,NA,ENSG00000178573,1,2.452627381873468,0.5060517344635204,5.649466569386824e-37,2.0368965984827168,1.357625597781116,1,0.3157894736842105,19,6,Mutated Pathway
CMF-32078,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_MAF_up_184,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,MAF,184,NA,ENSG00000178573,1,2.452627381873468,0.4531010540667795,4.2591906544578275e-29,2.12926777198524,1.454775212999083,1,0.3157894736842105,19,6,Mutated Pathway
CMF-32089,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_TEAD3_up_2100,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,TEAD3,2100,NA,ENSG00000007866,1,3.30924560732176,0.4831712670932285,2.1151473847001323e-33,2.220088053158496,1.551244466867013,1,0.3333333333333333,15,5,Mutated Pathway
CMF-32090,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_TEAD3_up_2107,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,TEAD3,2107,NA,ENSG00000007866,1,3.30924560732176,0.5303092781400276,4.529066943232212e-41,2.0936944865407425,1.413609078574433,1,0.3333333333333333,15,5,Mutated Pathway
CMF-32091,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_TEAD3_up_2105,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,TEAD3,2105,NA,ENSG00000007866,1,3.30924560732176,0.5335449881750819,1.214004678852307e-41,2.306134710548554,1.6426300920664372,1,0.3333333333333333,15,5,Mutated Pathway
CMF-32092,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_TEAD3_up_2101,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,TEAD3,2101,NA,ENSG00000007866,1,3.30924560732176,0.4761081089121884,2.3714463085937428e-32,2.190776559291535,1.517460471027789,1,0.3333333333333333,15,5,Mutated Pathway
CMF-32097,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_MEOX2_up_2196,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,MEOX2,2196,NA,ENSG00000106511,1,1.9359916383955609,0.3865662833822511,5.647822511674906e-21,3.2524977368070567,2.8185485763205467,1,0.2857142857142857,14,4,Mutated Pathway
CMF-32100,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_MEOX2_up_2199,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,MEOX2,2199,NA,ENSG00000106511,1,1.9359916383955609,0.3282088010817104,3.1429806977587704e-15,2.859912926107191,2.2974332192008093,1,0.2857142857142857,14,4,Mutated Pathway
CMF-32105,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_STAT5A_up_2950,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,STAT5A,2950,NA,ENSG00000126561,1,3.35053565618854,0.373704675066504,1.3227228291549273e-19,2.8735131847915256,2.315151418619293,1,0.2857142857142857,21,6,Mutated Pathway
CMF-32106,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_STAT5A_up_2940,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,STAT5A,2940,NA,ENSG00000126561,1,3.35053565618854,0.5569341388555225,5.7705157060300484e-46,2.3201786488571456,1.65485588789882,1,0.2857142857142857,21,6,Mutated Pathway
CMF-32108,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_STAT5A_up_2945,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,STAT5A,2945,NA,ENSG00000126561,1,3.35053565618854,0.5468429441009107,4.657683886064093e-44,2.1815943042283847,1.5078825997998395,1,0.2857142857142857,21,6,Mutated Pathway
CMF-32109,A6B1_AND_A6B4_INTEGRIN_SIGNALING_dn_EMX1_dn_3049,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,EMX1,3049,NA,ENSG00000135638,-1,1.451198058293072,-0.1893966686272492,8.044211565590589e-6,2.071517201170592,1.393609533473883,1,0.1428571428571428,14,2,Mutated Pathway
CMF-32115,A6B1_AND_A6B4_INTEGRIN_SIGNALING_dn_HOXB13_dn_3240,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,HOXB13,3240,NA,ENSG00000159184,-1,1.351067059470412,-0.2892013681689809,5.105526331703356e-12,2.627982778402921,2.0108229287282806,1,0.2,15,3,Mutated Pathway
CMF-32117,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_LMO2_up_203,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,LMO2,203,NA,ENSG00000135363,1,1.6599990412268362,0.285347638301374,9.994520005285562e-12,2.015364697440129,1.3341711398364602,1,0.75,4,3,Mutated Pathway
CMF-32118,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_LMO2_up_206,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,LMO2,206,NA,ENSG00000135363,1,1.6599990412268362,0.2928603424409959,2.6725128286519797e-12,2.2542400897554105,1.5831253275233472,1,0.75,4,3,Mutated Pathway
CMF-32119,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_SP1_up_1376,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,SP1,1376,NA,ENSG00000185591,1,1.4502255762743916,0.1943324833159385,4.592792667883687e-6,2.3184995278435805,1.6530216452592776,1,0.125,8,1,Mutated Pathway
CMF-32124,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_CEBPA_up_2596,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,CEBPA,2596,NA,ENSG00000245848,1,1.6363930891878002,0.273132384466871,7.856468538618223e-11,2.139659132905257,1.4614082594743467,1,0.3333333333333333,21,7,Mutated Pathway
